algorithm,iteration,params,fitness
PSO,12,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7313050758282508}",0.14528748213905357
PSO,12,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.6726560348873967}",0.14564764311134687
PSO,13,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.6824044659603488}",0.15063474857920373
PSO,13,"{""num_samples"": 800, ""num_features"": 5, ""kernel_width"": 0.7158683885579992}",0.15777951375124188
PSO,13,"{""num_samples"": 800, ""num_features"": 5, ""kernel_width"": 0.7056343066789217}",0.12321419990927414
PSO,13,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.71294439475846}",0.15506778180741537
PSO,13,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7338884136299214}",0.17035321920870278
PSO,13,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.6932305367118656}",0.1785094138801293
PSO,13,"{""num_samples"": 800, ""num_features"": 5, ""kernel_width"": 0.6976522952489174}",0.11081620810774284
PSO,13,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.75}",0.15124736831006985
PSO,13,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7021703333685863}",0.11270433527783431
PSO,13,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7171585385005426}",0.1419613909024478
PSO,13,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.75}",0.15499685771340144
PSO,13,"{""num_samples"": 779, ""num_features"": 5, ""kernel_width"": 0.5767740824294717}",0.13326392524626038
PSO,13,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.667491329014428}",0.16782865076105316
PSO,13,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.683902413367494}",0.15544992536586097
PSO,13,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.6959817035161042}",0.12605086093655365
PSO,14,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.6975695369383936}",0.1272664330598285
PSO,14,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.6998308833177602}",0.11196140432957433
PSO,14,"{""num_samples"": 800, ""num_features"": 4, ""kernel_width"": 0.7039812408382897}",0.16931018124326036
PSO,14,"{""num_samples"": 800, ""num_features"": 5, ""kernel_width"": 0.6798033629918618}",0.13204578067868877
PSO,14,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7062364502715855}",0.16684341100987027
PSO,14,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.6820951382681106}",0.12567584186869732
PSO,14,"{""num_samples"": 787, ""num_features"": 6, ""kernel_width"": 0.6467599184875301}",0.11970195646290144
PSO,14,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7300935142167854}",0.1292748534018252
PSO,14,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7164299722744027}",0.11009396926967692
PSO,14,"{""num_samples"": 800, ""num_features"": 5, ""kernel_width"": 0.6900040429739681}",0.13755201126329403
PSO,14,"{""num_samples"": 797, ""num_features"": 7, ""kernel_width"": 0.75}",0.10158368337957101
PSO,14,"{""num_samples"": 791, ""num_features"": 6, ""kernel_width"": 0.6475542022625134}",0.15778192156173532
PSO,14,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.75}",0.12917022372640757
PSO,14,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.6620723744323558}",0.12133018733785854
PSO,14,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7224696981773272}",0.13967457771544187
PSO,15,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7154952947473917}",0.15742506788144306
PSO,15,"{""num_samples"": 800, ""num_features"": 5, ""kernel_width"": 0.6938218441434649}",0.1292910586279767
PSO,15,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7023560285249346}",0.1602069462575345
