iteration,best_score
0,0.9591666666666666
1,0.9591666666666666
2,0.9591666666666666
3,0.9591666666666666
4,0.9591666666666666
5,0.9591666666666666
6,0.9591666666666666
7,0.9591666666666666
8,0.9591666666666666
9,0.9591666666666666
10,0.9603571428571429
11,0.9603571428571429
12,0.9603571428571429
13,0.9603571428571429
14,0.9603571428571429
15,0.9603571428571429
